sentence_id,words,labels
218,Caribbean,B-GENRE
218,hits,O
219,Launch,O
219,Apple,B-APP
219,Music,I-APP
219,and,O
219,stream,O
219,Hello,B-SONG
219,by,O
219,KES,B-ARTIST
220,Play,O
220,Technicolor,B-SONG
220,by,O
220,Voice,B-ARTIST
221,Put,O
221,on,O
221,the,O
221,album,O
221,Cheers,B-ALBUM
221,to,I-ALBUM
221,Life,I-ALBUM
222,Stream,O
222,Magic,B-SONG
222,by,O
222,Nailah,B-ARTIST
222,Blackman,I-ARTIST
223,Open,O
223,Spotify,B-APP
223,and,O
223,play,O
223,Doh,B-SONG
223,Play,I-SONG
224,Launch,O
224,Spotify,B-APP
224,and,O
224,stream,O
224,the,O
224,album,O
224,Island,B-ALBUM
224,Vibes,I-ALBUM
225,Play,O
225,Soca,B-SONG
225,Baby,I-SONG
226,I,O
226,want,O
226,some,O
226,dancehall,B-GENRE
226,music,O
227,Put,O
227,on,O
227,Blessed,B-SONG
227,by,O
227,Shenseea,B-ARTIST
228,Stream,O
228,Toast,B-SONG
228,by,O
228,Koffee,B-ARTIST
229,Open,O
229,Apple,B-APP
229,Music,I-APP
229,and,O
229,play,O
229,Gyalis,B-SONG
229,by,O
229,Capella,B-ARTIST
229,Grey,I-ARTIST
230,Launch,O
230,Spotify,B-APP
230,and,O
230,stream,O
230,Come,B-SONG
230,Over,I-SONG
230,by,O
230,Jorja,B-ARTIST
230,Smith,I-ARTIST
231,Play,O
231,the,O
231,album,O
231,Gifted,B-ALBUM
231,by,O
231,Koffee,B-ARTIST
232,I,O
232,want,O
232,reggae,B-GENRE
232,vibes,O
233,Put,O
233,on,O
233,Three,B-SONG
233,Little,I-SONG
233,Birds,I-SONG
233,by,O
233,Bob,B-ARTIST
233,Marley,I-ARTIST
234,Stream,O
234,Redemption,B-SONG
234,Song,I-SONG
235,Play,O
235,the,O
235,album,O
235,Legend,B-ALBUM
236,Open,O
236,Apple,B-APP
236,Music,I-APP
236,and,O
236,play,O
236,Is,B-SONG
236,This,I-SONG
236,Love,I-SONG
237,Launch,O
237,Spotify,B-APP
237,and,O
237,stream,O
237,Waiting,B-SONG
237,in,I-SONG
237,Vain,I-SONG
238,I,O
238,want,O
238,classic,B-GENRE
238,rock,O
239,Put,O
239,on,O
239,Bohemian,B-SONG
239,Rhapsody,I-SONG
239,by,O
239,Queen,B-ARTIST
240,Stream,O
240,the,O
240,album,O
240,A,B-ALBUM
240,Night,I-ALBUM
240,at,I-ALBUM
240,the,I-ALBUM
240,Opera,I-ALBUM
241,Play,O
241,Hotel,B-SONG
241,California,I-SONG
241,by,O
241,Eagles,B-ARTIST
242,Open,O
242,Spotify,B-APP
242,and,O
242,stream,O
242,Stairway,B-SONG
242,to,I-SONG
242,Heaven,I-SONG
243,I,O
243,want,O
243,metal,B-GENRE
244,Launch,O
244,Apple,B-APP
244,Music,I-APP
244,and,O
244,play,O
244,Master,B-SONG
244,of,I-SONG
244,Puppets,I-SONG
245,Put,O
245,on,O
245,Enter,B-SONG
245,Sandman,I-SONG
245,by,O
245,Metallica,B-ARTIST
246,Stream,O
246,the,O
246,album,O
246,The,B-ALBUM
246,Black,I-ALBUM
246,Album,I-ALBUM
247,Play,O
247,Paranoid,B-SONG
247,by,O
247,Black,B-ARTIST
247,Sabbath,I-ARTIST
248,I,O
248,feel,O
248,like,O
248,listening,O
248,to,O
248,punk,B-GENRE
248,rock,O
249,Open,O
249,Spotify,B-APP
249,and,O
249,stream,O
249,American,B-SONG
249,Idiot,I-SONG
249,by,O
249,Green,B-ARTIST
249,Day,I-ARTIST
250,Put,O
250,on,O
250,the,O
250,album,O
250,Dookie,B-ALBUM
251,Launch,O
251,Spotify,B-APP
251,and,O
251,play,O
251,Basket,B-SONG
251,Case,I-SONG
252,Stream,O
252,Smells,B-SONG
252,Like,I-SONG
252,Teen,I-SONG
252,Spirit,I-SONG
253,Play,O
253,In,B-SONG
253,the,I-SONG
253,End,I-SONG
253,by,O
253,Linkin,B-ARTIST
253,Park,I-ARTIST
254,Open,O
254,Apple,B-APP
254,Music,I-APP
254,and,O
254,stream,O
254,Chop,B-SONG
254,Suey!,I-SONG
255,I,O
255,want,O
255,grunge,B-GENRE
256,Put,O
256,on,O
256,the,O
256,album,O
256,Nevermind,B-ALBUM
256,by,O
256,Nirvana,B-ARTIST
257,Play,O
257,Black,B-SONG
257,Hole,I-SONG
257,Sun,I-SONG
258,Stream,O
258,Jeremy,B-SONG
258,by,O
258,Pearl,B-ARTIST
258,Jam,I-ARTIST
259,Launch,O
259,Spotify,B-APP
259,and,O
259,stream,O
259,Heart,B-SONG
259,Shaped,I-SONG
259,Box,I-SONG
260,I,O
260,want,O
260,some,O
260,indie,B-GENRE
260,tunes,O
261,Put,O
261,on,O
261,Take,B-SONG
261,Me,I-SONG
261,Out,I-SONG
262,Stream,O
262,the,O
262,album,O
262,AM,B-ALBUM
262,by,O
262,Arctic,B-ARTIST
262,Monkeys,I-ARTIST
263,Play,O
263,Electric,B-SONG
263,Feel,I-SONG
264,Open,O
264,Spotify,B-APP
264,and,O
264,play,O
264,Dog,B-SONG
264,Days,I-SONG
264,Are,I-SONG
264,Over,I-SONG
265,I,O
265,want,O
265,funk,B-GENRE
266,Launch,O
266,Apple,B-APP
266,Music,I-APP
266,and,O
266,stream,O
266,Uptown,B-SONG
266,Funk,I-SONG
266,by,O
266,Bruno,B-ARTIST
266,Mars,I-ARTIST
267,Put,O
267,on,O
267,Super,B-SONG
267,Freak,I-SONG
268,Play,O
268,Get,B-SONG
268,Up,I-SONG
268,(I,I-SONG
268,Feel,I-SONG
268,Like,I-SONG
268,Being,I-SONG
268,a,I-SONG
268,Sex,I-SONG
268,Machine),I-SONG
268,by,O
268,James,B-ARTIST
268,Brown,I-ARTIST
269,Stream,O
269,the,O
269,album,O
269,24K,B-ALBUM
269,Magic,I-ALBUM
270,I,O
270,want,O
270,jazz,B-GENRE
271,Put,O
271,on,O
271,Take,B-SONG
271,Five,I-SONG
272,Launch,O
272,Spotify,B-APP
272,and,O
272,stream,O
272,So,B-ALBUM
272,What,I-ALBUM
272,by,O
272,Miles,B-ARTIST
272,Davis,I-ARTIST
273,Play,O
273,Feeling,B-SONG
273,Good,I-SONG
274,Open,O
274,Spotify,B-APP
274,and,O
274,play,O
274,My,B-SONG
274,Favourite,I-SONG
274,Things,I-SONG
275,Stream,O
275,the,O
275,album,O
275,Kind,B-ALBUM
275,of,I-ALBUM
275,Blue,I-ALBUM
276,Put,O
276,on,O
276,What,B-SONG
276,a,I-SONG
276,Wonderful,I-SONG
276,World,I-SONG
277,Play,O
277,All,B-SONG
277,Blues,I-SONG
278,I,O
278,feel,O
278,like,O
278,listening,O
278,to,O
278,hip,B-GENRE
278,hop,O
279,Launch,O
279,Apple,B-APP
279,Music,I-APP
279,and,O
279,play,O
279,God’s,B-SONG
279,Plan,I-SONG
279,by,O
279,Drake,B-ARTIST
280,Stream,O
280,Sicko,B-SONG
280,Mode,I-SONG
280,by,O
280,Travis,B-ARTIST
280,Scott,I-ARTIST
281,Put,O
281,on,O
281,the,O
281,album,O
281,DAMN.,B-ALBUM
281,by,O
281,Kendrick,B-ARTIST
281,Lamar,I-ARTIST
282,Play,O
282,Life,B-SONG
282,Goes,I-SONG
282,On,I-SONG
283,Open,O
283,Spotify,B-APP
283,and,O
283,play,O
283,Money,B-SONG
283,Trees,I-SONG
284,I,O
284,want,O
284,trap,B-GENRE
284,music,O
285,Launch,O
285,Spotify,B-APP
285,and,O
285,stream,O
285,X,B-SONG
285,by,O
285,21,B-ARTIST
285,Savage,I-ARTIST
286,Play,O
286,Mask,B-SONG
286,Off,I-SONG
287,Put,O
287,on,O
287,Life,B-SONG
287,Is,I-SONG
287,Good,I-SONG
288,Stream,O
288,the,O
288,album,O
288,Heroes,B-ALBUM
288,&,I-ALBUM
288,Villains,I-ALBUM
289,Play,O
289,the,O
289,track,O
289,Lifestyle,B-SONG
290,I,O
290,want,O
290,EDM,B-GENRE
291,Put,O
291,on,O
291,Titanium,B-SONG
291,by,O
291,David,B-ARTIST
291,Guetta,I-ARTIST
292,Stream,O
292,Wake,B-SONG
292,Me,I-SONG
292,Up,I-SONG
292,by,O
292,Avicii,B-ARTIST
293,Play,O
293,Clarity,B-SONG
293,by,O
293,Zedd,B-ARTIST
294,Launch,O
294,Apple,B-APP
294,Music,I-APP
294,and,O
294,play,O
294,Stay,B-SONG
294,the,I-SONG
294,Night,I-SONG
295,Open,O
295,Spotify,B-APP
295,and,O
295,stream,O
295,Animals,B-SONG
296,I,O
296,want,O
296,some,O
296,house,B-GENRE
296,beats,O
297,Put,O
297,on,O
297,One,B-SONG
297,Kiss,I-SONG
297,by,O
297,Calvin,B-ARTIST
297,Harris,I-ARTIST
298,Stream,O
298,Cola,B-SONG
298,by,O
298,CamelPhat,B-ARTIST
299,Play,O
299,Piece,B-SONG
299,of,I-SONG
299,Your,I-SONG
299,Heart,I-SONG
300,Open,O
300,Spotify,B-APP
300,and,O
300,play,O
300,Intoxicated,B-SONG
